ip,app,device,os,channel,click_hour,click_time
10.0.5.4,com.shopping.app,desktop,Android,organic,16,2025-01-01 20:43:02
10.0.41.3,com.android.chrome,mobile,Windows,organic,15,2025-01-01 20:43:16
10.0.21.6,com.shopping.app,mobile,Windows,organic,16,2025-01-01 20:43:30
10.0.39.7,com.android.chrome,mobile,Windows,organic,7,2025-01-01 20:43:44
10.0.12.4,com.shopping.app,mobile,Windows,organic,15,2025-01-01 20:43:58
10.0.28.8,com.news.app,mobile,Windows,organic,6,2025-01-01 23:15:06
10.0.20.7,com.shopping.app,desktop,Windows,organic,15,2025-01-01 21:34:45
10.0.34.3,com.android.chrome,mobile,iOS,organic,0,2025-01-01 13:11:40
10.0.34.8,com.shopping.app,mobile,Android,organic,16,2025-01-01 18:13:51
10.0.28.1,com.news.app,mobile,Windows,organic,11,2025-01-01 19:04:24
10.0.36.1,com.shopping.app,mobile,iOS,organic,7,2025-01-01 21:35:45
10.0.11.5,com.news.app,mobile,Windows,organic,15,2025-01-01 15:43:12
10.0.29.2,com.news.app,mobile,Windows,organic,9,2025-01-02 01:48:20
10.0.15.4,com.android.chrome,mobile,iOS,organic,18,2025-01-02 01:48:40
10.0.4.5,com.shopping.app,mobile,Android,organic,7,2025-01-01 21:36:45
10.0.39.8,com.shopping.app,mobile,Windows,organic,20,2025-01-01 19:05:36
10.0.16.1,com.android.chrome,desktop,Android,organic,21,2025-01-01 19:05:48
10.0.44.4,com.android.chrome,mobile,Windows,organic,8,2025-01-01 20:47:00
10.0.14.5,com.android.chrome,desktop,Windows,organic,18,2025-01-01 13:12:35
10.0.31.3,com.shopping.app,mobile,iOS,organic,17,2025-01-02 01:50:40
10.0.14.2,com.shopping.app,desktop,Android,organic,10,2025-01-01 16:34:57
10.0.32.4,com.shopping.app,mobile,iOS,organic,9,2025-01-01 19:06:48
10.0.31.8,com.news.app,mobile,Android,organic,8,2025-01-01 21:38:45
10.0.14.9,com.shopping.app,mobile,Android,organic,23,2025-01-01 18:16:36
10.0.11.3,com.shopping.app,desktop,Android,organic,8,2025-01-01 16:35:33
10.0.4.1,com.android.chrome,mobile,iOS,organic,19,2025-01-01 14:03:48
10.0.3.2,com.news.app,mobile,Android,organic,10,2025-01-02 00:11:42
10.0.31.1,com.shopping.app,desktop,iOS,organic,19,2025-01-01 18:17:20
10.0.6.3,com.shopping.app,mobile,Windows,organic,17,2025-01-01 14:54:47
10.0.16.4,com.shopping.app,desktop,iOS,organic,7,2025-01-01 14:54:54
10.0.48.9,com.android.chrome,mobile,iOS,organic,13,2025-01-01 19:59:19
10.0.10.4,com.news.app,desktop,Windows,organic,14,2025-01-01 21:41:00
10.0.30.3,com.shopping.app,desktop,Windows,organic,10,2025-01-01 14:55:15
10.0.13.6,com.android.chrome,desktop,Android,organic,0,2025-01-01 22:32:16
10.0.41.6,com.shopping.app,desktop,iOS,organic,9,2025-01-01 14:55:29
10.0.25.3,com.shopping.app,desktop,Android,organic,17,2025-01-01 20:00:24
10.0.41.3,com.shopping.app,mobile,Windows,organic,5,2025-01-01 18:18:59
10.0.42.3,com.android.chrome,mobile,Android,organic,6,2025-01-01 22:33:20
10.0.14.5,com.shopping.app,desktop,Android,organic,15,2025-01-02 01:57:00
10.0.21.1,com.shopping.app,desktop,Android,organic,12,2025-01-01 13:14:20
10.0.19.2,com.shopping.app,desktop,Windows,organic,11,2025-01-01 14:56:11
10.0.27.6,com.android.chrome,desktop,iOS,organic,9,2025-01-02 01:58:00
10.0.43.5,com.news.app,mobile,iOS,organic,13,2025-01-01 15:47:20
10.0.4.2,com.shopping.app,desktop,iOS,organic,17,2025-01-01 20:02:08
10.0.14.9,com.shopping.app,desktop,iOS,organic,8,2025-01-01 21:44:15
10.0.42.4,com.shopping.app,mobile,iOS,organic,17,2025-01-01 13:14:50
10.0.19.3,com.shopping.app,mobile,Android,organic,10,2025-01-01 14:56:53
10.0.16.9,com.shopping.app,mobile,Windows,organic,11,2025-01-01 16:39:00
10.0.28.6,com.shopping.app,mobile,iOS,organic,15,2025-01-01 15:48:08
10.0.22.8,com.shopping.app,mobile,iOS,organic,8,2025-01-01 18:21:22
10.0.47.9,com.news.app,desktop,Android,organic,19,2025-01-01 16:39:27
10.0.32.3,com.news.app,mobile,Android,organic,15,2025-01-01 17:30:40
10.0.1.6,com.news.app,desktop,Android,organic,14,2025-01-01 15:48:40
10.0.45.4,com.shopping.app,desktop,Windows,organic,8,2025-01-01 19:13:12
10.0.45.3,com.android.chrome,desktop,Android,organic,15,2025-01-02 01:11:13
10.0.31.5,com.android.chrome,mobile,Windows,organic,8,2025-01-01 15:49:04
10.0.45.2,com.android.chrome,mobile,iOS,organic,17,2025-01-01 14:58:03
10.0.19.4,com.android.chrome,mobile,Android,organic,1,2025-01-01 22:38:40
10.0.24.1,com.android.chrome,desktop,iOS,organic,7,2025-01-01 14:07:06
10.0.4.6,com.shopping.app,mobile,Android,organic,12,2025-01-01 23:30:24
10.0.15.8,com.news.app,mobile,iOS,organic,15,2025-01-01 19:14:36
10.0.43.7,com.android.chrome,desktop,Android,organic,11,2025-01-02 00:22:12
10.0.16.2,com.shopping.app,desktop,iOS,organic,18,2025-01-01 16:41:15
10.0.7.4,com.news.app,mobile,iOS,organic,21,2025-01-01 13:16:20
10.0.12.1,com.android.chrome,mobile,Android,organic,11,2025-01-01 15:50:16
10.0.33.2,com.shopping.app,desktop,Android,organic,16,2025-01-01 21:49:30
10.0.32.4,com.android.chrome,mobile,iOS,organic,11,2025-01-01 19:15:48
10.0.27.4,com.android.chrome,mobile,Android,organic,14,2025-01-01 20:07:20
10.0.33.8,com.android.chrome,mobile,Android,organic,7,2025-01-01 14:08:06
10.0.1.4,com.shopping.app,desktop,Windows,organic,6,2025-01-01 23:33:14
10.0.45.1,com.shopping.app,mobile,Windows,organic,21,2025-01-01 19:16:36
10.0.48.3,com.android.chrome,desktop,Windows,organic,17,2025-01-01 20:59:36
10.0.5.8,com.android.chrome,mobile,Windows,organic,8,2025-01-01 23:34:05
10.0.5.2,com.android.chrome,mobile,Windows,organic,13,2025-01-01 17:34:20
10.0.21.3,com.android.chrome,desktop,iOS,organic,9,2025-01-01 22:43:12
10.0.37.9,com.android.chrome,desktop,Android,organic,7,2025-01-02 00:26:24
10.0.9.7,com.android.chrome,mobile,Android,organic,10,2025-01-01 18:26:19
10.0.33.5,com.android.chrome,mobile,Android,organic,8,2025-01-01 23:35:30
10.0.5.4,com.shopping.app,mobile,iOS,organic,1,2025-01-01 14:09:06
10.0.27.7,com.shopping.app,mobile,iOS,organic,9,2025-01-01 13:17:40
10.0.11.5,com.news.app,mobile,Windows,organic,19,2025-01-01 21:01:42
10.0.1.1,com.shopping.app,desktop,Android,organic,17,2025-01-01 13:17:50
10.0.41.3,com.shopping.app,desktop,Android,organic,13,2025-01-01 20:10:35
10.0.2.2,com.shopping.app,mobile,iOS,organic,9,2025-01-01 15:01:12
10.0.43.5,com.android.chrome,mobile,iOS,organic,7,2025-01-01 16:44:33
10.0.13.2,com.shopping.app,mobile,Android,organic,20,2025-01-01 22:46:08
10.0.16.7,com.shopping.app,desktop,Android,organic,13,2025-01-01 15:53:12
10.0.28.2,com.android.chrome,desktop,Windows,organic,7,2025-01-01 17:36:40
10.0.2.2,com.shopping.app,mobile,Android,organic,8,2025-01-01 15:01:47
10.0.36.8,com.android.chrome,desktop,Windows,organic,20,2025-01-02 00:30:36
10.0.12.6,com.news.app,desktop,iOS,organic,8,2025-01-01 22:47:28
10.0.49.3,com.android.chrome,mobile,iOS,organic,6,2025-01-01 22:47:44
10.0.47.5,com.news.app,desktop,Windows,organic,7,2025-01-02 00:31:30
10.0.6.8,com.shopping.app,mobile,iOS,organic,16,2025-01-01 23:40:02
10.0.36.6,com.shopping.app,mobile,Android,organic,15,2025-01-01 16:46:03
10.0.9.3,com.android.chrome,desktop,Android,organic,10,2025-01-01 15:54:24
10.0.40.8,com.news.app,desktop,Android,organic,16,2025-01-01 14:10:54
10.0.10.9,com.news.app,mobile,Windows,organic,12,2025-01-02 02:16:40
10.0.22.8,com.android.chrome,desktop,Windows,organic,10,2025-01-01 17:38:30
10.0.30.5,com.shopping.app,desktop,Android,organic,6,2025-01-01 15:03:04
10.0.45.1,com.shopping.app,desktop,iOS,organic,18,2025-01-01 22:50:08
10.0.39.1,com.android.chrome,desktop,Android,organic,8,2025-01-01 15:55:12
10.0.27.7,com.shopping.app,desktop,Windows,organic,14,2025-01-01 13:19:35
10.0.17.7,com.news.app,desktop,iOS,organic,22,2025-01-01 22:50:56
10.0.12.8,com.shopping.app,desktop,Android,organic,7,2025-01-01 16:47:33
10.0.34.9,com.shopping.app,mobile,iOS,organic,21,2025-01-01 17:39:40
10.0.38.6,com.shopping.app,desktop,Android,organic,14,2025-01-01 16:47:51
10.0.43.9,com.news.app,mobile,iOS,organic,6,2025-01-01 19:24:00
10.0.6.5,com.android.chrome,desktop,Windows,organic,16,2025-01-01 22:52:16
10.0.21.7,com.android.chrome,desktop,Android,organic,20,2025-01-01 14:12:12
10.0.27.6,com.shopping.app,desktop,Android,organic,13,2025-01-01 15:56:24
10.0.8.9,com.shopping.app,mobile,Android,organic,15,2025-01-01 21:08:56
10.0.29.3,com.news.app,mobile,Android,organic,2,2025-01-01 22:01:15
10.0.48.7,com.news.app,desktop,Windows,organic,22,2025-01-01 21:09:24
10.0.41.6,com.shopping.app,desktop,Windows,organic,9,2025-01-02 00:38:06
10.0.14.5,com.android.chrome,mobile,Windows,organic,2,2025-01-01 23:46:16
10.0.44.8,com.shopping.app,mobile,Android,organic,17,2025-01-01 15:05:03
10.0.48.3,com.android.chrome,mobile,Android,organic,21,2025-01-02 01:31:10
10.0.6.5,com.android.chrome,desktop,iOS,organic,15,2025-01-01 21:10:34
10.0.33.3,com.news.app,mobile,Android,organic,0,2025-01-01 22:03:00
10.0.4.6,com.news.app,desktop,Android,organic,5,2025-01-02 02:24:20
10.0.45.3,com.shopping.app,mobile,iOS,organic,13,2025-01-01 17:42:20
10.0.30.8,com.news.app,desktop,Windows,organic,9,2025-01-01 17:42:30
10.0.43.8,com.news.app,desktop,Android,organic,18,2025-01-01 20:19:28
10.0.34.1,com.shopping.app,desktop,Windows,organic,18,2025-01-01 15:05:59
10.0.29.6,com.news.app,mobile,Android,organic,22,2025-01-02 01:33:42
10.0.3.5,com.news.app,mobile,Windows,organic,15,2025-01-01 18:35:29
10.0.35.2,com.android.chrome,desktop,Android,organic,18,2025-01-01 21:12:40
10.0.13.4,com.android.chrome,mobile,iOS,organic,9,2025-01-01 18:35:51
10.0.28.4,com.news.app,desktop,Windows,organic,6,2025-01-01 20:20:46
10.0.9.5,com.news.app,mobile,Android,organic,18,2025-01-02 01:35:17
10.0.23.6,com.shopping.app,mobile,Android,organic,8,2025-01-01 23:50:48
10.0.41.2,com.news.app,mobile,Android,organic,10,2025-01-01 14:14:30
10.0.26.7,com.shopping.app,mobile,iOS,organic,14,2025-01-02 00:43:48
10.0.34.3,com.shopping.app,mobile,Android,organic,13,2025-01-01 14:14:42
10.0.33.7,com.news.app,mobile,Android,organic,10,2025-01-02 00:44:24
10.0.24.4,com.news.app,mobile,Android,organic,9,2025-01-01 15:59:52
10.0.15.7,com.news.app,desktop,iOS,organic,6,2025-01-01 17:45:00
10.0.20.7,com.android.chrome,mobile,iOS,organic,12,2025-01-01 17:45:10
10.0.39.3,com.news.app,desktop,iOS,organic,7,2025-01-01 19:30:24
10.0.42.1,com.android.chrome,mobile,Android,organic,16,2025-01-01 21:15:42
10.0.9.2,com.shopping.app,mobile,Android,organic,14,2025-01-01 20:23:22
10.0.47.6,com.news.app,mobile,Windows,organic,5,2025-01-02 02:31:40
10.0.21.8,com.android.chrome,mobile,Windows,organic,22,2025-01-01 18:38:36
10.0.37.9,com.news.app,desktop,Android,organic,16,2025-01-01 16:53:33
10.0.11.2,com.android.chrome,mobile,Android,organic,7,2025-01-02 02:32:40
10.0.43.5,com.android.chrome,desktop,Android,organic,3,2025-01-01 23:02:24
10.0.40.7,com.android.chrome,desktop,iOS,organic,11,2025-01-01 16:01:20
10.0.49.1,com.shopping.app,mobile,iOS,organic,9,2025-01-02 01:40:59
10.0.48.4,com.shopping.app,mobile,iOS,organic,12,2025-01-01 19:32:24
10.0.24.9,com.android.chrome,desktop,iOS,organic,14,2025-01-01 23:56:11
10.0.9.7,com.news.app,desktop,Android,organic,16,2025-01-01 14:16:24
10.0.14.8,com.news.app,mobile,Windows,organic,1,2025-01-01 16:54:45
10.0.27.1,com.news.app,desktop,Windows,organic,15,2025-01-01 23:57:02
10.0.17.6,com.news.app,mobile,Android,organic,8,2025-01-01 17:47:50
10.0.32.2,com.android.chrome,mobile,Windows,organic,22,2025-01-01 16:55:12
10.0.6.6,com.news.app,desktop,Windows,organic,17,2025-01-01 13:24:05
10.0.37.7,com.shopping.app,mobile,Windows,organic,13,2025-01-02 02:36:40
10.0.46.4,com.shopping.app,mobile,Android,organic,13,2025-01-02 00:51:18
10.0.47.7,com.android.chrome,desktop,Windows,organic,7,2025-01-01 15:10:04
10.0.35.8,com.shopping.app,mobile,iOS,organic,7,2025-01-01 23:59:01
10.0.43.9,com.news.app,mobile,Android,organic,7,2025-01-01 21:20:36
10.0.3.3,com.android.chrome,desktop,iOS,organic,9,2025-01-02 00:52:30
10.0.3.9,com.shopping.app,mobile,Android,organic,6,2025-01-01 18:42:16
10.0.48.2,com.android.chrome,mobile,iOS,organic,12,2025-01-01 15:10:39
10.0.2.7,com.news.app,mobile,Windows,organic,14,2025-01-02 02:39:20
10.0.40.5,com.android.chrome,desktop,Windows,organic,6,2025-01-02 00:00:43
10.0.36.1,com.android.chrome,mobile,Android,organic,9,2025-01-01 14:18:00
10.0.43.7,com.android.chrome,mobile,iOS,organic,5,2025-01-01 14:18:06
10.0.47.4,com.news.app,mobile,Windows,organic,12,2025-01-01 20:29:26
10.0.11.3,com.android.chrome,desktop,Windows,organic,14,2025-01-01 17:50:30
10.0.14.5,com.shopping.app,mobile,Windows,organic,14,2025-01-02 01:48:16
10.0.6.2,com.news.app,mobile,iOS,organic,17,2025-01-02 02:41:40
10.0.10.1,com.shopping.app,desktop,Windows,organic,8,2025-01-01 16:04:48
10.0.7.5,com.android.chrome,mobile,iOS,organic,14,2025-01-01 15:11:49
10.0.12.9,com.shopping.app,mobile,Windows,organic,8,2025-01-01 17:51:20
10.0.24.9,com.shopping.app,desktop,iOS,organic,5,2025-01-01 14:18:54
10.0.31.3,com.android.chrome,desktop,Windows,organic,8,2025-01-01 22:17:30
10.0.24.9,com.news.app,desktop,Windows,organic,5,2025-01-02 01:50:29
10.0.2.7,com.android.chrome,desktop,Windows,organic,20,2025-01-02 02:44:00
10.0.18.8,com.android.chrome,desktop,Windows,organic,15,2025-01-02 00:04:41
10.0.45.9,com.shopping.app,desktop,iOS,organic,6,2025-01-01 19:38:48
10.0.18.8,com.shopping.app,desktop,Android,organic,16,2025-01-01 20:32:15
10.0.11.8,com.shopping.app,desktop,iOS,organic,9,2025-01-01 21:25:44
10.0.2.4,com.android.chrome,desktop,Android,organic,19,2025-01-01 14:19:42
10.0.18.5,com.news.app,mobile,Windows,organic,11,2025-01-01 19:39:36
10.0.12.8,com.news.app,desktop,Android,organic,18,2025-01-01 23:13:04
10.0.42.4,com.news.app,mobile,Android,organic,7,2025-01-02 00:06:40
10.0.26.3,com.news.app,mobile,Android,organic,9,2025-01-01 22:20:15
10.0.33.1,com.news.app,mobile,Windows,organic,9,2025-01-02 02:47:20
10.0.3.3,com.android.chrome,mobile,Android,organic,6,2025-01-01 17:00:27
10.0.9.1,com.android.chrome,mobile,Windows,organic,9,2025-01-01 17:54:00
10.0.10.3,com.android.chrome,desktop,Windows,organic,14,2025-01-02 01:54:55
10.0.22.6,com.news.app,desktop,Windows,organic,11,2025-01-01 21:28:04
10.0.33.9,com.shopping.app,desktop,iOS,organic,18,2025-01-02 00:08:39
10.0.14.9,com.android.chrome,mobile,iOS,organic,8,2025-01-01 21:28:32
10.0.22.3,com.shopping.app,mobile,Android,organic,9,2025-01-01 17:01:21
10.0.1.7,com.android.chrome,desktop,Android,organic,9,2025-01-02 00:09:30
10.0.33.1,com.news.app,desktop,Android,organic,12,2025-01-01 17:55:10
10.0.30.9,com.news.app,mobile,Android,organic,7,2025-01-01 16:08:16
10.0.49.8,com.android.chrome,mobile,iOS,organic,7,2025-01-02 00:10:21
10.0.26.8,com.android.chrome,desktop,Android,organic,20,2025-01-01 14:21:24
10.0.3.3,com.android.chrome,mobile,iOS,organic,9,2025-01-01 14:21:30
10.0.24.3,com.android.chrome,desktop,Android,organic,13,2025-01-02 01:58:24
10.0.18.3,com.shopping.app,mobile,iOS,organic,5,2025-01-01 19:43:24
10.0.6.4,com.android.chrome,desktop,Android,organic,6,2025-01-01 19:43:36
10.0.37.8,com.android.chrome,desktop,iOS,organic,6,2025-01-01 21:31:06
10.0.8.6,com.news.app,mobile,iOS,organic,17,2025-01-01 14:22:00
10.0.28.6,com.shopping.app,desktop,Windows,organic,6,2025-01-01 21:31:34
10.0.8.9,com.news.app,desktop,Windows,organic,12,2025-01-01 21:31:48
10.0.9.4,com.news.app,mobile,Windows,organic,7,2025-01-01 22:25:45
10.0.11.7,com.android.chrome,mobile,Windows,organic,8,2025-01-01 15:16:08
10.0.42.5,com.android.chrome,mobile,iOS,organic,18,2025-01-01 22:26:15
10.0.24.5,com.android.chrome,desktop,Windows,organic,14,2025-01-02 02:01:34
10.0.31.5,com.android.chrome,desktop,Windows,organic,20,2025-01-02 02:01:53
10.0.19.3,com.news.app,desktop,Android,organic,13,2025-01-01 18:51:48
10.0.25.9,com.news.app,desktop,Windows,organic,1,2025-01-01 17:58:10
10.0.34.8,com.news.app,mobile,Windows,organic,10,2025-01-01 16:10:40
10.0.36.7,com.android.chrome,desktop,iOS,organic,2,2025-01-01 16:10:48
10.0.31.5,com.android.chrome,mobile,iOS,organic,8,2025-01-01 13:29:20
10.0.30.8,com.news.app,desktop,Android,organic,11,2025-01-01 17:04:57
10.0.19.6,com.android.chrome,mobile,Android,organic,13,2025-01-01 15:17:18
10.0.6.2,com.shopping.app,mobile,Windows,organic,8,2025-01-01 16:11:20
10.0.12.3,com.shopping.app,desktop,Android,organic,12,2025-01-02 00:16:52
10.0.15.4,com.shopping.app,mobile,iOS,organic,10,2025-01-01 17:05:33
10.0.4.7,com.shopping.app,mobile,Android,organic,12,2025-01-01 18:53:38
10.0.37.6,com.shopping.app,mobile,Windows,organic,7,2025-01-01 18:53:49
10.0.31.6,com.android.chrome,mobile,iOS,organic,7,2025-01-02 03:00:00
10.0.47.9,com.news.app,desktop,iOS,organic,16,2025-01-01 15:18:07
10.0.47.9,com.android.chrome,mobile,iOS,organic,9,2025-01-01 23:24:32
10.0.36.3,com.android.chrome,desktop,iOS,organic,14,2025-01-01 18:54:33
10.0.34.8,com.shopping.app,desktop,Windows,organic,13,2025-01-01 17:06:36
10.0.29.5,com.shopping.app,mobile,Android,organic,18,2025-01-01 23:25:20
10.0.19.3,com.android.chrome,desktop,Android,organic,18,2025-01-01 21:37:24
10.0.9.6,com.shopping.app,desktop,Windows,organic,10,2025-01-01 23:25:52
10.0.9.4,com.shopping.app,mobile,Windows,organic,7,2025-01-01 19:49:36
10.0.14.5,com.shopping.app,mobile,Windows,organic,14,2025-01-01 22:32:15
10.0.47.7,com.shopping.app,mobile,Android,organic,14,2025-01-01 18:01:40
10.0.14.2,com.shopping.app,mobile,Android,organic,15,2025-01-01 22:32:45
10.0.20.7,com.shopping.app,desktop,Android,organic,19,2025-01-01 18:02:00
10.0.43.8,com.android.chrome,desktop,iOS,organic,16,2025-01-02 01:15:54
10.0.44.1,com.news.app,desktop,Android,organic,14,2025-01-01 17:08:06
10.0.38.3,com.shopping.app,desktop,Windows,organic,13,2025-01-01 13:31:15
10.0.23.3,com.shopping.app,mobile,Android,organic,7,2025-01-01 17:08:24
10.0.15.1,com.shopping.app,mobile,Android,organic,14,2025-01-01 18:57:07
10.0.41.6,com.shopping.app,desktop,Android,organic,17,2025-01-01 17:08:42
10.0.45.6,com.shopping.app,mobile,Windows,organic,19,2025-01-02 00:23:23
10.0.5.4,com.shopping.app,desktop,iOS,organic,19,2025-01-01 23:29:20
10.0.22.3,com.news.app,mobile,iOS,organic,13,2025-01-01 16:14:48
10.0.33.4,com.news.app,mobile,Android,organic,8,2025-01-01 14:26:12
10.0.26.9,com.android.chrome,mobile,Windows,organic,9,2025-01-01 18:58:13
10.0.18.5,com.shopping.app,mobile,Windows,organic,23,2025-01-01 23:30:24
10.0.39.8,com.android.chrome,desktop,Windows,organic,12,2025-01-02 02:13:55
10.0.40.4,com.shopping.app,desktop,Android,organic,17,2025-01-02 02:14:14
10.0.8.6,com.android.chrome,desktop,Windows,organic,13,2025-01-02 03:09:00
10.0.23.7,com.shopping.app,desktop,Android,organic,12,2025-01-01 22:37:00
10.0.7.4,com.shopping.app,desktop,iOS,organic,9,2025-01-01 16:15:52
10.0.11.9,com.android.chrome,desktop,iOS,organic,12,2025-01-01 20:48:30
10.0.27.4,com.news.app,desktop,iOS,organic,0,2025-01-02 01:21:18
10.0.36.9,com.android.chrome,mobile,iOS,organic,18,2025-01-01 23:32:32
10.0.21.8,com.news.app,desktop,Android,organic,13,2025-01-01 13:32:45
10.0.39.2,com.shopping.app,desktop,iOS,organic,2,2025-01-01 21:43:56
10.0.28.9,com.android.chrome,mobile,Android,organic,17,2025-01-01 22:38:45
10.0.26.9,com.news.app,desktop,Windows,organic,6,2025-01-01 16:16:48
10.0.13.8,com.news.app,desktop,Android,organic,3,2025-01-02 03:12:20
10.0.31.9,com.android.chrome,mobile,Android,organic,11,2025-01-01 19:00:58
10.0.10.8,com.news.app,desktop,Android,organic,20,2025-01-01 21:45:06
10.0.24.6,com.android.chrome,desktop,iOS,organic,6,2025-01-01 17:12:00
10.0.24.4,com.android.chrome,mobile,Windows,organic,5,2025-01-01 19:56:12
10.0.3.4,com.news.app,desktop,Windows,organic,18,2025-01-01 14:28:12
10.0.40.1,com.shopping.app,mobile,iOS,organic,17,2025-01-02 03:14:20
10.0.2.7,com.shopping.app,mobile,Windows,organic,17,2025-01-01 14:28:24
10.0.33.2,com.shopping.app,desktop,Android,organic,11,2025-01-01 19:57:00
10.0.24.6,com.shopping.app,desktop,Android,organic,10,2025-01-02 00:31:02
10.0.29.4,com.news.app,mobile,Windows,organic,10,2025-01-01 19:57:24
10.0.9.8,com.android.chrome,desktop,Android,organic,13,2025-01-02 01:26:24
10.0.27.6,com.android.chrome,desktop,Android,organic,15,2025-01-01 21:47:26
10.0.6.6,com.android.chrome,mobile,Android,organic,16,2025-01-01 17:13:30
10.0.41.9,com.android.chrome,desktop,Android,organic,14,2025-01-01 16:18:48
10.0.32.4,com.news.app,mobile,Android,organic,13,2025-01-02 01:27:36
10.0.34.3,com.android.chrome,desktop,iOS,organic,10,2025-01-01 19:58:36
10.0.37.3,com.shopping.app,mobile,iOS,organic,9,2025-01-01 19:03:54
10.0.46.8,com.android.chrome,mobile,iOS,organic,8,2025-01-02 02:23:25
10.0.4.4,com.shopping.app,desktop,Windows,organic,8,2025-01-01 14:29:36
10.0.5.9,com.news.app,mobile,Android,organic,15,2025-01-01 21:49:18
10.0.15.2,com.news.app,desktop,iOS,organic,16,2025-01-01 19:04:38
10.0.42.7,com.android.chrome,desktop,Windows,organic,13,2025-01-02 03:19:40
10.0.13.8,com.news.app,mobile,iOS,organic,7,2025-01-01 15:25:00
10.0.16.9,com.shopping.app,desktop,Android,organic,7,2025-01-01 13:35:05
10.0.18.4,com.news.app,desktop,Windows,organic,16,2025-01-01 13:35:10
10.0.1.4,com.shopping.app,desktop,Windows,organic,21,2025-01-02 01:30:54
10.0.48.9,com.android.chrome,mobile,Windows,organic,1,2025-01-02 03:21:20
10.0.45.2,com.android.chrome,desktop,Windows,organic,8,2025-01-01 23:41:20
10.0.28.1,com.shopping.app,mobile,Android,organic,16,2025-01-01 13:35:30
10.0.4.4,com.shopping.app,desktop,iOS,organic,15,2025-01-01 20:01:24
10.0.36.9,com.news.app,mobile,Windows,organic,8,2025-01-02 00:37:16
10.0.46.7,com.news.app,mobile,Windows,organic,12,2025-01-01 15:26:03
10.0.39.4,com.news.app,mobile,Windows,organic,13,2025-01-01 18:11:40
10.0.40.3,com.android.chrome,desktop,Android,organic,15,2025-01-02 03:23:40
10.0.41.8,com.android.chrome,desktop,Android,organic,11,2025-01-01 13:36:00
10.0.22.8,com.android.chrome,mobile,iOS,organic,10,2025-01-01 17:16:57
10.0.36.7,com.news.app,mobile,Windows,organic,8,2025-01-01 22:48:30
10.0.25.2,com.news.app,desktop,Android,organic,8,2025-01-01 18:12:30
10.0.37.4,com.android.chrome,desktop,Android,organic,6,2025-01-02 00:39:32
10.0.3.7,com.android.chrome,mobile,Android,organic,14,2025-01-01 20:03:24
10.0.4.3,com.shopping.app,mobile,Android,organic,14,2025-01-01 22:49:30
10.0.5.1,com.shopping.app,desktop,Windows,organic,15,2025-01-01 23:45:04
10.0.27.7,com.android.chrome,desktop,Android,organic,0,2025-01-01 19:08:40
10.0.37.1,com.news.app,mobile,iOS,organic,10,2025-01-01 15:27:27
10.0.27.8,com.shopping.app,mobile,Android,organic,6,2025-01-01 21:55:08
10.0.12.5,com.android.chrome,desktop,Android,organic,12,2025-01-01 22:50:45
10.0.22.8,com.android.chrome,desktop,Windows,organic,21,2025-01-02 03:28:00
10.0.8.7,com.shopping.app,mobile,iOS,organic,11,2025-01-01 19:09:35
10.0.18.7,com.shopping.app,mobile,iOS,organic,9,2025-01-01 21:00:38
10.0.25.3,com.news.app,desktop,Windows,organic,17,2025-01-01 18:14:30
10.0.32.4,com.android.chrome,mobile,Android,organic,21,2025-01-01 23:47:28
10.0.22.2,com.android.chrome,mobile,Windows,organic,8,2025-01-01 22:52:15
10.0.40.9,com.android.chrome,desktop,Windows,organic,17,2025-01-01 23:48:00
10.0.36.5,com.news.app,mobile,iOS,organic,23,2025-01-02 01:39:18
10.0.14.3,com.android.chrome,mobile,Android,organic,6,2025-01-01 19:10:52
10.0.44.6,com.news.app,desktop,Android,organic,12,2025-01-02 03:31:00
10.0.27.5,com.shopping.app,mobile,Windows,organic,17,2025-01-01 16:24:32
10.0.44.9,com.android.chrome,desktop,iOS,organic,9,2025-01-02 01:40:30
10.0.43.4,com.shopping.app,desktop,Android,organic,10,2025-01-01 23:49:36
10.0.18.6,com.news.app,mobile,iOS,organic,16,2025-01-01 19:11:47
10.0.17.9,com.news.app,desktop,iOS,organic,6,2025-01-02 01:41:24
10.0.46.2,com.android.chrome,desktop,Windows,organic,9,2025-01-01 17:20:51
10.0.44.3,com.shopping.app,mobile,Android,organic,13,2025-01-02 03:33:20
10.0.26.5,com.shopping.app,mobile,iOS,organic,8,2025-01-02 03:33:40
10.0.20.1,com.shopping.app,desktop,Windows,organic,17,2025-01-01 21:59:48
10.0.19.7,com.shopping.app,mobile,Windows,organic,16,2025-01-01 20:08:36
10.0.12.2,com.android.chrome,desktop,iOS,organic,21,2025-01-01 18:17:20
10.0.44.8,com.news.app,mobile,iOS,organic,12,2025-01-01 15:30:15
10.0.48.2,com.news.app,mobile,Android,organic,6,2025-01-01 22:00:44
10.0.1.4,com.shopping.app,mobile,Android,organic,19,2025-01-01 18:17:50
10.0.33.2,com.android.chrome,desktop,Android,organic,17,2025-01-01 21:05:24
10.0.41.4,com.shopping.app,mobile,iOS,organic,12,2025-01-01 17:22:21
10.0.21.1,com.news.app,mobile,Windows,organic,17,2025-01-02 02:40:50
10.0.18.8,com.shopping.app,mobile,iOS,organic,18,2025-01-01 22:01:54
10.0.42.2,com.news.app,desktop,Windows,organic,16,2025-01-02 02:41:28
